,pk_cid,proba
0,1477823,0.9837048532731377
1,1380435,0.9837048532731377
2,616300,0.9837048532731377
3,1011842,0.9837048532731377
4,1397179,0.9837048532731377
5,1365051,0.9837048532731377
6,1447729,0.9837048532731377
7,1233327,0.9837048532731377
8,764223,0.9837048532731377
9,1120683,0.9837048532731377
10,1390479,0.9837048532731377
11,1386743,0.9837048532731377
12,1411418,0.9837048532731377
13,1275864,0.9837048532731377
14,1402894,0.9837048532731377
15,1342923,0.9837048532731377
16,1394477,0.9837048532731377
17,861927,0.9837048532731377
18,1348861,0.9837048532731377
19,1120527,0.9837048532731377
20,1380396,0.9837048532731377
21,1244344,0.9837048532731377
22,607842,0.9837048532731377
23,1405054,0.9837048532731377
24,1345462,0.9837048532731377
25,91168,0.9837048532731377
26,1011073,0.9837048532731377
27,1375816,0.9837048532731377
28,1383975,0.9837048532731377
29,1380343,0.9837048532731377
30,157424,0.9837048532731377
31,157467,0.9837048532731377
32,1358523,0.9837048532731377
33,1390420,0.9837048532731377
34,123984,0.9837048532731377
35,125794,0.9837048532731377
36,1403193,0.9837048532731377
37,1126648,0.9837048532731377
38,1368510,0.9837048532731377
39,1034784,0.9837048532731377
40,1452455,0.9837048532731377
41,1326622,0.9837048532731377
42,1397037,0.9837048532731377
43,623409,0.9837048532731377
44,1019494,0.9837048532731377
45,123603,0.9837048532731377
46,1394972,0.9837048532731377
47,1364722,0.9837048532731377
48,1479525,0.9837048532731377
49,139495,0.9837048532731377
50,1504506,0.9837048532731377
51,1049082,0.9837048532731377
52,149573,0.9837048532731377
53,1372353,0.9837048532731377
54,1447738,0.9837048532731377
55,1404621,0.9837048532731377
56,1012035,0.9837048532731377
57,1461807,0.9837048532731377
58,1003896,0.9837048532731377
59,1388880,0.9837048532731377
60,1390380,0.9837048532731377
61,1364854,0.9837048532731377
62,1394824,0.9837048532731377
63,1311538,0.9837048532731377
64,1354410,0.9837048532731377
65,1183965,0.9837048532731377
66,158648,0.9837048532731377
67,585665,0.9837048532731377
68,1399498,0.9837048532731377
69,1380226,0.9837048532731377
70,1151639,0.9837048532731377
71,595136,0.9837048532731377
72,1379145,0.9837048532731377
73,594252,0.9837048532731377
74,1443544,0.9837048532731377
75,1380188,0.9837048532731377
76,1380184,0.9837048532731377
77,212756,0.9837048532731377
78,884522,0.9837048532731377
79,1404264,0.9837048532731377
80,592692,0.9837048532731377
81,1399470,0.9837048532731377
82,916502,0.9837048532731377
83,1380151,0.9837048532731377
84,1380322,0.9837048532731377
85,1380145,0.9837048532731377
86,1365679,0.9837048532731377
87,917112,0.9837048532731377
88,1407368,0.9837048532731377
89,220336,0.9837048532731377
90,221384,0.9837048532731377
91,1270034,0.9837048532731377
92,221716,0.9837048532731377
93,1240449,0.9837048532731377
94,587572,0.9837048532731377
95,223933,0.9837048532731377
96,224433,0.9837048532731377
97,224893,0.9837048532731377
98,1522096,0.9837048532731377
99,1161255,0.9837048532731377
100,1135859,0.9837048532731377
101,1380249,0.9837048532731377
102,190958,0.9837048532731377
103,167633,0.9837048532731377
104,168185,0.9837048532731377
105,1394303,0.9837048532731377
106,1362251,0.9837048532731377
107,1240272,0.9837048532731377
108,1099172,0.9837048532731377
109,173663,0.9837048532731377
110,174051,0.9837048532731377
111,175514,0.9837048532731377
112,175687,0.9837048532731377
113,1272997,0.9837048532731377
114,1365339,0.9837048532731377
115,177796,0.9837048532731377
116,179564,0.9837048532731377
117,1067320,0.9837048532731377
118,1161245,0.9837048532731377
119,1517523,0.9837048532731377
120,1397314,0.9837048532731377
121,1114299,0.9837048532731377
122,1434239,0.9837048532731377
123,188366,0.9837048532731377
124,1443560,0.9837048532731377
125,1394108,0.9837048532731377
126,914746,0.9837048532731377
127,1397335,0.9837048532731377
128,1522841,0.9837048532731377
129,19021,0.9837048532731377
130,1434301,0.9837048532731377
131,1522790,0.9837048532731377
132,1358331,0.9837048532731377
133,1395098,0.9837048532731377
134,1383502,0.9837048532731377
135,1404007,0.9837048532731377
136,895354,0.9837048532731377
137,1422407,0.9837048532731377
138,1148096,0.9837048532731377
139,895651,0.9837048532731377
140,1363857,0.9837048532731377
141,1382489,0.9837048532731377
142,794611,0.9837048532731377
143,1510569,0.9837048532731377
144,797291,0.9837048532731377
145,1138053,0.9837048532731377
146,673370,0.9837048532731377
147,708360,0.9837048532731377
148,1004108,0.9837048532731377
149,1228336,0.9837048532731377
150,1217490,0.9837048532731377
151,806882,0.9837048532731377
152,1056567,0.9837048532731377
153,1243416,0.9837048532731377
154,1376586,0.9837048532731377
155,1304908,0.9837048532731377
156,896473,0.9837048532731377
157,66841,0.9837048532731377
158,1389846,0.9837048532731377
159,1398869,0.9837048532731377
160,1015946,0.9837048532731377
161,1372210,0.9837048532731377
162,1137926,0.9837048532731377
163,1330064,0.9837048532731377
164,1363990,0.9837048532731377
165,1544736,0.9837048532731377
166,1432667,0.9837048532731377
167,1123227,0.9837048532731377
168,154663,0.9837048532731377
169,679237,0.9837048532731377
170,1345550,0.9837048532731377
171,1426016,0.9837048532731377
172,1497713,0.9837048532731377
173,1383171,0.9837048532731377
174,1374404,0.9837048532731377
175,1514330,0.9837048532731377
176,1276409,0.9837048532731377
177,1264423,0.9837048532731377
178,1408557,0.9837048532731377
179,1072001,0.9837048532731377
180,1422304,0.9837048532731377
181,1396494,0.9837048532731377
182,1312054,0.9837048532731377
183,1382845,0.9837048532731377
184,1219286,0.9837048532731377
185,1529803,0.9837048532731377
186,1515695,0.9837048532731377
187,868822,0.9837048532731377
188,893717,0.9837048532731377
189,1339728,0.9837048532731377
190,1464475,0.9837048532731377
191,1363752,0.9837048532731377
