,pk_cid,proba
0,1056567,0.9941615639685092
1,1258071,0.9941615639685092
2,1121499,0.9941615639685092
3,772512,0.9941615639685092
4,1134415,0.9941615639685092
5,1351708,0.9941615639685092
6,1250321,0.9941615639685092
7,1220413,0.9941615639685092
8,525748,0.9941615639685092
9,1128756,0.9941615639685092
10,602535,0.9941615639685092
11,868822,0.9941615639685092
12,1084545,0.9941615639685092
13,526015,0.9941615639685092
14,1011073,0.9941615639685092
15,261148,0.9941615639685092
16,1385938,0.9941615639685092
17,1018762,0.9941615639685092
18,1139544,0.9941615639685092
19,1086999,0.9941615639685092
20,260889,0.9941615639685092
21,775805,0.9941615639685092
22,1103610,0.9941615639685092
23,1015333,0.9941615639685092
24,893457,0.9941615639685092
25,770912,0.9941615639685092
26,845062,0.9941615639685092
27,665324,0.9941615639685092
28,864871,0.9941615639685092
29,1312054,0.9941615639685092
30,895354,0.9941615639685092
31,522331,0.9941615639685092
32,338249,0.9941615639685092
33,894578,0.9941615639685092
34,1138391,0.9941615639685092
35,1249986,0.9941615639685092
36,524074,0.9941615639685092
37,894097,0.9941615639685092
38,1120527,0.9941615639685092
39,1128672,0.9941615639685092
40,1016532,0.9941615639685092
41,695773,0.9941615639685092
42,483608,0.9941615639685092
43,1361768,0.9941615639685092
44,1167055,0.9941615639685092
45,83660,0.9941615639685092
46,1135250,0.9941615639685092
47,1122009,0.9941615639685092
48,1312407,0.9941615639685092
49,249403,0.9941615639685092
50,1201055,0.9941615639685092
51,1121531,0.9941615639685092
52,1075423,0.9941615639685092
53,1268696,0.9941615639685092
54,1124880,0.9941615639685092
55,1121532,0.9941615639685092
56,1007714,0.9941615639685092
57,1259384,0.9941615639685092
58,1237339,0.9941615639685092
59,1009611,0.9941615639685092
60,1131626,0.9941615639685092
61,1082962,0.9941615639685092
62,1191550,0.9941615639685092
63,1216038,0.9941615639685092
64,248096,0.9941615639685092
65,1454522,0.9941615639685092
66,381457,0.9941615639685092
67,1391314,0.9941615639685092
68,1209036,0.9941615639685092
69,1391180,0.9941615639685092
70,1243018,0.9941615639685092
71,1318946,0.9941615639685092
72,1118740,0.9941615639685092
73,1312345,0.9941615639685092
74,1138520,0.9941615639685092
75,1121509,0.9941615639685092
76,1372129,0.9941615639685092
77,1057152,0.9941615639685092
78,1389400,0.9941615639685092
79,1221561,0.9941615639685092
80,925623,0.9941615639685092
81,1391113,0.9941615639685092
82,926577,0.9941615639685092
83,1004870,0.9941615639685092
84,1123170,0.9941615639685092
85,1216150,0.9941615639685092
86,254964,0.9941615639685092
87,928663,0.9941615639685092
88,1452455,0.9941615639685092
89,930784,0.9941615639685092
90,931374,0.9941615639685092
91,486432,0.9941615639685092
92,693681,0.9941615639685092
93,383809,0.9941615639685092
94,68600,0.9941615639685092
95,906134,0.9941615639685092
96,1179501,0.9941615639685092
97,1013585,0.9941615639685092
98,1138258,0.9941615639685092
99,310852,0.9941615639685092
100,158648,0.9941615639685092
101,1236628,0.9941615639685092
102,1118148,0.9941615639685092
103,1400384,0.9941615639685092
104,898430,0.9941615639685092
105,270400,0.9941615639685092
106,1263753,0.9941615639685092
107,1255975,0.9941615639685092
108,286885,0.9941615639685092
109,1009124,0.9941615639685092
110,1015593,0.9941615639685092
111,156944,0.9941615639685092
112,1242225,0.9941615639685092
113,909735,0.9941615639685092
114,1075635,0.9941615639685092
115,1002360,0.9941615639685092
116,581173,0.9941615639685092
117,1001336,0.9941615639685092
118,1239042,0.9941615639685092
119,173663,0.9941615639685092
120,1026504,0.9941615639685092
121,171567,0.9941615639685092
122,171497,0.9941615639685092
123,1234868,0.9941615639685092
124,856723,0.9941615639685092
125,1055688,0.9941615639685092
126,1242375,0.9941615639685092
127,1171200,0.9941615639685092
128,1125824,0.9941615639685092
129,306551,0.9941615639685092
130,1269189,0.9941615639685092
131,1447729,0.9941615639685092
132,307467,0.9941615639685092
133,576140,0.9941615639685092
134,904821,0.9941615639685092
135,575930,0.9941615639685092
136,1210169,0.9941615639685092
137,1272997,0.9941615639685092
138,1126105,0.9941615639685092
139,1134194,0.9941615639685092
140,1212328,0.9941615639685092
141,896473,0.9941615639685092
142,1005556,0.9941615639685092
143,1008976,0.9941615639685092
144,896359,0.9941615639685092
145,1398840,0.9941615639685092
146,1020860,0.9941615639685092
147,189261,0.9941615639685092
148,329441,0.9941615639685092
149,1019086,0.9941615639685092
150,1233659,0.9941615639685092
151,190128,0.9941615639685092
152,137148,0.9941615639685092
153,1263501,0.9941615639685092
154,1002234,0.9941615639685092
155,1254248,0.9941615639685092
156,86449,0.9941615639685092
157,1256198,0.9941615639685092
158,914746,0.9941615639685092
159,145675,0.9941615639685092
160,1220324,0.9941615639685092
161,521087,0.9941615639685092
162,850172,0.9941615639685092
163,133108,0.9941615639685092
164,274932,0.9941615639685092
165,31972,0.9941615639685092
166,1311538,0.9941615639685092
167,186613,0.9941615639685092
168,1105730,0.9941615639685092
169,1246094,0.9941615639685092
170,1099053,0.9941615639685092
171,1049082,0.9941615639685092
172,1385002,0.9941615639685092
173,1118454,0.9941615639685092
174,1375617,0.9941615639685092
175,1099056,0.9941615639685092
176,187108,0.9941615639685092
177,1374404,0.9941615639685092
178,1233985,0.9941615639685092
